idx,total,fname,family,gate_set,opt,qbits,strategy,noise,comm_multiplier,primitive,parts,orig_line
325,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.1,cat,2,"Experiment 325/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.1x, cat, parts=2"
326,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.1,cat,4,"Experiment 326/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.1x, cat, parts=4"
327,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.1,cat,6,"Experiment 327/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.1x, cat, parts=6"
328,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.1,cat,8,"Experiment 328/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.1x, cat, parts=8"
329,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.1,cat,10,"Experiment 329/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.1x, cat, parts=10"
330,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.1,teleportation,2,"Experiment 330/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.1x, teleportation, parts=2"
331,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.1,teleportation,4,"Experiment 331/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.1x, teleportation, parts=4"
332,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.1,teleportation,6,"Experiment 332/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.1x, teleportation, parts=6"
333,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.1,teleportation,8,"Experiment 333/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.1x, teleportation, parts=8"
334,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.1,teleportation,10,"Experiment 334/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.1x, teleportation, parts=10"
335,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.2,cat,2,"Experiment 335/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.2x, cat, parts=2"
336,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.2,cat,4,"Experiment 336/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.2x, cat, parts=4"
337,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.2,cat,6,"Experiment 337/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.2x, cat, parts=6"
338,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.2,cat,8,"Experiment 338/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.2x, cat, parts=8"
339,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.2,cat,10,"Experiment 339/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.2x, cat, parts=10"
340,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.2,teleportation,2,"Experiment 340/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.2x, teleportation, parts=2"
341,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.2,teleportation,4,"Experiment 341/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.2x, teleportation, parts=4"
342,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.2,teleportation,6,"Experiment 342/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.2x, teleportation, parts=6"
343,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.2,teleportation,8,"Experiment 343/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.2x, teleportation, parts=8"
344,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.01,1.2,teleportation,10,"Experiment 344/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.01, comm=1.2x, teleportation, parts=10"
345,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.0,cat,2,"Experiment 345/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.0x, cat, parts=2"
346,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.0,cat,4,"Experiment 346/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.0x, cat, parts=4"
347,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.0,cat,6,"Experiment 347/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.0x, cat, parts=6"
348,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.0,cat,8,"Experiment 348/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.0x, cat, parts=8"
349,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.0,cat,10,"Experiment 349/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.0x, cat, parts=10"
350,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.0,teleportation,2,"Experiment 350/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.0x, teleportation, parts=2"
351,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.0,teleportation,4,"Experiment 351/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.0x, teleportation, parts=4"
352,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.0,teleportation,6,"Experiment 352/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.0x, teleportation, parts=6"
353,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.0,teleportation,8,"Experiment 353/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.0x, teleportation, parts=8"
354,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.0,teleportation,10,"Experiment 354/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.0x, teleportation, parts=10"
355,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.05,cat,2,"Experiment 355/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.05x, cat, parts=2"
356,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.05,cat,4,"Experiment 356/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.05x, cat, parts=4"
357,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.05,cat,6,"Experiment 357/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.05x, cat, parts=6"
358,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.05,cat,8,"Experiment 358/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.05x, cat, parts=8"
359,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.05,cat,10,"Experiment 359/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.05x, cat, parts=10"
360,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.05,teleportation,2,"Experiment 360/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.05x, teleportation, parts=2"
361,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.05,teleportation,4,"Experiment 361/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.05x, teleportation, parts=4"
362,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.05,teleportation,6,"Experiment 362/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.05x, teleportation, parts=6"
363,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.05,teleportation,8,"Experiment 363/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.05x, teleportation, parts=8"
364,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.05,teleportation,10,"Experiment 364/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.05x, teleportation, parts=10"
365,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.1,cat,2,"Experiment 365/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.1x, cat, parts=2"
366,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.1,cat,4,"Experiment 366/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.1x, cat, parts=4"
367,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.1,cat,6,"Experiment 367/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.1x, cat, parts=6"
368,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.1,cat,8,"Experiment 368/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.1x, cat, parts=8"
369,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.1,cat,10,"Experiment 369/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.1x, cat, parts=10"
370,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.1,teleportation,2,"Experiment 370/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.1x, teleportation, parts=2"
371,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.1,teleportation,4,"Experiment 371/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.1x, teleportation, parts=4"
372,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.1,teleportation,6,"Experiment 372/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.1x, teleportation, parts=6"
373,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.1,teleportation,8,"Experiment 373/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.1x, teleportation, parts=8"
374,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.1,teleportation,10,"Experiment 374/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.1x, teleportation, parts=10"
375,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.2,cat,2,"Experiment 375/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.2x, cat, parts=2"
376,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.2,cat,4,"Experiment 376/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.2x, cat, parts=4"
377,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.2,cat,6,"Experiment 377/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.2x, cat, parts=6"
378,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.2,cat,8,"Experiment 378/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.2x, cat, parts=8"
379,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.2,cat,10,"Experiment 379/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.2x, cat, parts=10"
380,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.2,teleportation,2,"Experiment 380/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.2x, teleportation, parts=2"
381,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.2,teleportation,4,"Experiment 381/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.2x, teleportation, parts=4"
382,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.2,teleportation,6,"Experiment 382/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.2x, teleportation, parts=6"
383,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.2,teleportation,8,"Experiment 383/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.2x, teleportation, parts=8"
384,26240,graphstate_nativegates_ibm_opt0_104q,graphstate,nativegates_ibm_opt0,opt0,104,local,0.02,1.2,teleportation,10,"Experiment 384/26240: graphstate_nativegates_ibm_opt0_104q (104q), local, noise=0.02, comm=1.2x, teleportation, parts=10"
385,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.0,cat,2,"Experiment 385/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.0x, cat, parts=2"
386,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.0,cat,4,"Experiment 386/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.0x, cat, parts=4"
387,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.0,cat,6,"Experiment 387/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.0x, cat, parts=6"
388,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.0,cat,8,"Experiment 388/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.0x, cat, parts=8"
389,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.0,cat,10,"Experiment 389/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.0x, cat, parts=10"
390,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.0,teleportation,2,"Experiment 390/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.0x, teleportation, parts=2"
391,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.0,teleportation,4,"Experiment 391/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.0x, teleportation, parts=4"
392,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.0,teleportation,6,"Experiment 392/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.0x, teleportation, parts=6"
393,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.0,teleportation,8,"Experiment 393/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.0x, teleportation, parts=8"
394,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.0,teleportation,10,"Experiment 394/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.0x, teleportation, parts=10"
395,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.05,cat,2,"Experiment 395/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.05x, cat, parts=2"
396,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.05,cat,4,"Experiment 396/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.05x, cat, parts=4"
397,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.05,cat,6,"Experiment 397/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.05x, cat, parts=6"
398,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.05,cat,8,"Experiment 398/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.05x, cat, parts=8"
399,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.05,cat,10,"Experiment 399/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.05x, cat, parts=10"
400,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.05,teleportation,2,"Experiment 400/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.05x, teleportation, parts=2"
401,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.05,teleportation,4,"Experiment 401/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.05x, teleportation, parts=4"
402,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.05,teleportation,6,"Experiment 402/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.05x, teleportation, parts=6"
403,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.05,teleportation,8,"Experiment 403/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.05x, teleportation, parts=8"
404,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.05,teleportation,10,"Experiment 404/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.05x, teleportation, parts=10"
405,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.1,cat,2,"Experiment 405/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.1x, cat, parts=2"
406,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.1,cat,4,"Experiment 406/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.1x, cat, parts=4"
407,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.1,cat,6,"Experiment 407/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.1x, cat, parts=6"
408,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.1,cat,8,"Experiment 408/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.1x, cat, parts=8"
409,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.1,cat,10,"Experiment 409/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.1x, cat, parts=10"
410,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.1,teleportation,2,"Experiment 410/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.1x, teleportation, parts=2"
411,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.1,teleportation,4,"Experiment 411/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.1x, teleportation, parts=4"
412,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.1,teleportation,6,"Experiment 412/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.1x, teleportation, parts=6"
413,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.1,teleportation,8,"Experiment 413/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.1x, teleportation, parts=8"
414,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.1,teleportation,10,"Experiment 414/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.1x, teleportation, parts=10"
415,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.2,cat,2,"Experiment 415/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.2x, cat, parts=2"
416,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.2,cat,4,"Experiment 416/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.2x, cat, parts=4"
417,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.2,cat,6,"Experiment 417/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.2x, cat, parts=6"
418,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.2,cat,8,"Experiment 418/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.2x, cat, parts=8"
419,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.2,cat,10,"Experiment 419/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.2x, cat, parts=10"
420,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.2,teleportation,2,"Experiment 420/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.2x, teleportation, parts=2"
421,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.2,teleportation,4,"Experiment 421/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.2x, teleportation, parts=4"
422,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.2,teleportation,6,"Experiment 422/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.2x, teleportation, parts=6"
423,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.2,teleportation,8,"Experiment 423/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.2x, teleportation, parts=8"
424,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.01,1.2,teleportation,10,"Experiment 424/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.01, comm=1.2x, teleportation, parts=10"
425,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.0,cat,2,"Experiment 425/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.0x, cat, parts=2"
426,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.0,cat,4,"Experiment 426/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.0x, cat, parts=4"
427,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.0,cat,6,"Experiment 427/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.0x, cat, parts=6"
428,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.0,cat,8,"Experiment 428/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.0x, cat, parts=8"
429,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.0,cat,10,"Experiment 429/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.0x, cat, parts=10"
430,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.0,teleportation,2,"Experiment 430/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.0x, teleportation, parts=2"
